work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2021,MI,FT,Cyber Security Engineer,98000,US,100,US,L
2021,SE,FT,Information Security Manager,100000,US,100,US,L
2021,MI,FT,Information Security Engineer,80000,US,100,US,M
2020,MI,FT,Information Security Specialist,72000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,75000,US,100,US,L
2020,MI,FT,Lead Information Security Engineer,80000,US,50,US,L
2021,MI,FT,Cyber Security Analyst,67000,US,0,US,L
2020,SE,FT,Lead Information Security Engineer,130000,US,100,US,L
2021,MI,FT,SOC Analyst,120000,US,100,US,L
2021,MI,FT,Cyber Security Engineer,76500,US,100,US,L
2021,SE,FT,Cyber Security Analyst,160000,US,0,US,M
2021,EX,FT,Head of Security,200000,US,100,US,L
2021,EX,FT,Information Security Officer,142000,US,50,US,L
2020,EX,FT,Lead Security Engineer,180000,US,100,US,L
2020,MI,FT,Cyber Security Analyst,120000,US,100,US,L
2021,MI,FT,Chief Information Security Officer,40000,NL,50,NL,L
2021,SE,FT,Information Security Manager,150000,US,100,US,M
2021,MI,FT,Cyber Security Specialist,100000,US,0,US,L
2021,EX,FT,Head of Security,187000,US,100,US,L
2021,EX,FT,Chief Information Security Officer,104000,US,100,US,L
2020,EN,FT,Network Security Engineer,65000,US,50,US,L
2020,MI,FT,Cyber Security Engineer,128000,US,0,US,L
2021,MI,FT,Information Security Engineer,120000,US,100,US,L
2020,MI,FT,Information Security Manager,105000,US,100,US,L
2021,MI,FT,Information Security Analyst,120000,US,100,US,L
2021,MI,FT,Incident Response Analyst,145000,US,100,US,L
2021,EN,FT,Penetration Tester,78000,US,100,US,L
2021,SE,FT,Cyber Security Engineer,125000,US,100,US,L
2021,SE,FT,Incident Response Manager,130000,US,0,US,L
2020,SE,FT,Application Security Engineer,130000,US,100,US,L
2020,SE,FT,Information Security Manager,141000,US,100,US,L
2021,SE,FT,Product Security Engineer,120000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,90000,US,100,US,L
2021,EX,FT,Information Security Manager,172500,US,100,US,M
2020,SE,FT,Network and Security Engineer,90000,US,50,US,L
2020,MI,FT,Cyber Security Analyst,93000,US,50,US,L
2021,EN,FT,IT Security Analyst,62000,US,50,US,L
2020,SE,FT,Network and Security Engineer,240000,CA,100,US,L
2021,SE,FT,Penetration Tester,195000,US,100,US,L
2021,SE,FT,Chief Information Security Officer,90000,AR,50,AR,L
2021,MI,FT,SOC Analyst,12800,EG,100,EG,M
2020,SE,FT,Cyber Security Analyst,98000,US,100,US,L
2021,EN,FT,Application Security Engineer,2000,VN,0,VN,L
2020,EN,FT,Application Security Engineer,85000,US,100,US,L
2020,MI,FT,Incident Response Manager,120000,US,50,US,L
2021,SE,FT,Information Security Manager,120000,US,50,US,M
2021,EN,FT,Cyber Security Analyst,70000,US,0,US,L
2020,MI,FT,Cyber Security Analyst,75000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,101350,US,50,US,L
2020,EN,FT,Cyber Security Analyst,60000,US,50,US,L
2021,EN,FT,Detection Engineer,85000,US,0,US,L
2020,SE,FT,Cloud Security Architect,100000,SA,0,SA,L
2021,MI,FT,Cyber Security Specialist,76000,US,0,US,L
2021,SE,FT,Security Analyst,105000,US,100,US,M
2021,MI,PT,Cyber Security Researcher,100000,US,50,US,M
2021,MI,FT,Cyber Security Engineer,65000,US,100,US,L
2021,MI,FT,Information Security Officer,122000,US,0,US,L
2021,MI,FT,Cyber Security Analyst,80000,US,50,US,L
2021,MI,FT,Cyber Security Analyst,131870,US,0,US,L
2021,MI,FT,Cyber Security Analyst,99900,US,0,US,L
2021,EN,FT,Application Security Engineer,80000,AF,0,AF,S
2021,MI,FT,Cyber Security Analyst,79000,US,100,US,L
2021,SE,FT,Information Security Manager,126000,US,50,US,L
2021,EN,FT,Security Engineer,50000,US,50,US,S
2020,MI,FT,Cyber Security Engineer,75000,US,50,US,S
2021,MI,FT,IT Security Analyst,103000,US,0,US,L
2021,SE,FT,Security Engineer,138000,US,0,US,L
2020,SE,FT,Cyber Security Architect,123000,US,100,US,L
2020,MI,FT,Penetration Tester,80000,US,100,US,L
2021,MI,FT,IAM Engineer,115000,US,100,US,L
2021,SE,FL,Cyber Security Specialist,100000,FR,50,FR,L
2021,MI,FT,Incident Response Analyst,100000,US,100,US,L
2021,SE,FT,Cyber Security Researcher,275000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,80000,US,50,US,L
2021,MI,FT,Cyber Security Engineer,210000,US,100,US,L
2021,EN,FT,Incident Response Analyst,66000,US,100,US,L
2021,MI,FT,Information Security Analyst,95000,US,0,US,L
2021,SE,FT,Product Security Engineer,160000,US,0,US,L
2021,SE,FT,Cyber Security Engineer,55000,LT,50,DK,L
2020,SE,FT,Information Security Engineer,106000,US,0,US,L
2020,EX,FT,Information Security Officer,202000,US,0,US,L
2020,EN,FT,Cyber Threat Intelligence Analyst,71000,US,0,US,L
2021,MI,FT,Information Security Manager,114000,US,50,US,L
2021,EN,FT,Cyber Security Analyst,81000,US,50,US,L
2021,EX,FT,Security Officer 3,148000,US,100,US,M
2021,MI,FT,Cyber Threat Analyst,79509,US,50,US,L
2021,EN,FT,Cyber Security Analyst,110000,JP,0,JP,L
2021,MI,FT,Security Analyst,20000,IN,100,US,L
2021,EN,FT,Cyber Security Analyst,77000,US,100,US,L
2021,MI,FT,Cloud Security Engineer,130000,CH,50,CH,L
2020,SE,FT,Security Engineer,142000,US,100,US,L
2021,SE,FT,Security Engineering Manager,174000,US,50,US,L
2021,MI,FT,Cyber Threat Intelligence Analyst,100000,US,0,US,L
2020,MI,FT,IT Security Engineer,130000,US,50,US,L
2021,SE,FT,Cyber Threat Intelligence Analyst,134000,US,100,US,L
2020,SE,FT,Information Security Architect,170000,US,100,US,L
2021,MI,FT,Information Security Engineer,120000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,90000,US,50,US,L
2021,MI,FT,Penetration Testing Engineer,150000,US,100,US,L
2020,MI,FT,Information Security Specialist,80000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,65000,DE,100,US,L
2021,MI,FT,Infrastructure Security Engineer,85000,US,0,US,L
2021,SE,FT,Lead Security Engineer,135000,US,0,US,L
2020,MI,FT,Cloud Security Architect,100000,BG,0,BR,M
2021,SE,CT,Cyber Security Architect,72000,US,100,US,M
2021,SE,FT,Cyber Security Architect,127000,US,100,US,L
2021,SE,FT,Digital Forensics Analyst,140000,US,50,US,L
2020,SE,FT,Digital Forensics Analyst,125000,US,100,US,L
2020,SE,PT,Cyber Security Researcher,55000,US,100,US,L
2021,SE,FT,Information Security Manager,90000,US,0,US,S
2021,SE,FT,Ethical Hacker,150000,US,100,US,L
2020,SE,FT,Vulnerability Analyst,80000,RU,0,RU,S
2021,MI,FT,Information Security Analyst,82700,US,100,US,L
2021,MI,FT,Cyber Security Analyst,106000,US,100,US,L
2020,SE,FT,Information Security Engineer,120000,US,100,US,M
2021,SE,FT,Cyber Security Architect,200000,US,100,US,L
2020,SE,FT,Security Engineer,170000,US,50,US,L
2021,SE,FT,Information Security Engineer,107000,US,0,US,L
2020,SE,FT,Information Security Officer,159000,US,50,US,L
2020,MI,FT,Cyber Security Specialist,73000,US,0,US,L
2020,SE,FT,Cyber Security Specialist,146000,US,100,US,L
2021,EN,FT,Incident Response Analyst,77600,US,100,US,L
2021,EN,FL,Cyber Security Researcher,75000,US,0,US,S
2020,SE,FT,Software Security Engineer,180000,US,100,US,S
2021,EN,FT,Cyber Security Analyst,63000,US,50,US,L
2021,MI,FT,Penetration Tester,100000,US,100,US,M
2021,SE,FT,Cyber Security Architect,35000,TR,50,TR,S
2020,SE,FT,Application Security Engineer,108000,US,100,US,L
2020,MI,FT,Vulnerability Management Engineer,130000,US,50,US,L
2020,SE,FT,Information Security Specialist,170000,US,100,US,L
2021,SE,FT,Cyber Security Engineer,132000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,10200,DZ,0,DZ,L
2020,MI,FT,Cyber Security Engineer,150000,US,0,US,L
2021,SE,FT,Cyber Security Architect,280000,AU,100,AU,L
2021,SE,FT,Staff Security Engineer,450000,US,100,US,L
2020,EN,FT,Information Security Analyst,60000,US,100,US,L
2021,MI,FT,Cyber Security Analyst,110000,US,100,US,L
2021,SE,FT,Cyber Security Specialist,40000,IN,0,IN,L
2021,EN,FT,Cyber Security Analyst,80000,US,50,US,L
2020,SE,FT,Cyber Threat Analyst,140000,US,100,US,L
2021,MI,FT,Information Security Analyst,30000,US,0,US,M
2020,MI,FT,Security Analyst,115000,US,100,US,M
2021,MI,FT,Cyber Security Engineer,140000,US,100,US,M
2021,SE,FT,Cyber Threat Intelligence Analyst,200000,US,100,US,M
2021,SE,FT,Cyber Security Analyst,140000,US,100,US,L
2021,SE,FT,Cyber Security Architect,140000,US,100,US,L
2020,EN,FT,SOC Analyst,60000,US,100,US,L
2021,SE,FT,Cloud Security Engineer,140000,US,0,US,L
2020,MI,FT,Security Engineer,90000,CH,50,CH,S
2020,MI,FT,Cyber Security Analyst,100000,US,0,US,L
2020,MI,FT,Application Security Engineer,8223,IN,100,US,L
2020,SE,FT,Security Engineer,300000,US,50,US,L
2021,EN,FT,Cyber Security Analyst,80100,US,100,US,L
2021,SE,FT,Cyber Security Researcher,175000,US,0,US,S
2021,SE,FT,Cloud Security Engineer,82000,US,100,US,L
2020,SE,FT,Cyber Security Engineer,132000,US,100,US,L
2020,SE,FT,IT Security Engineer,105000,US,50,US,L
2021,SE,FT,Security Engineer,106000,US,100,US,L
2021,SE,FT,Information Security Analyst,115000,US,50,US,L
2021,SE,FT,Penetration Tester,143000,US,100,US,L
2021,EX,FT,Chief Information Security Officer,289000,US,100,US,L
2021,MI,FT,Penetration Tester,115000,US,100,US,L
2020,SE,FT,Information Security Manager,252000,US,100,US,M
2020,SE,FT,Incident Response Analyst,135000,US,50,US,L
2021,SE,FT,Penetration Tester,190000,US,100,US,M
2021,EN,FT,Security Analyst,48000,US,100,US,L
2021,MI,FT,Security Engineering Manager,140000,US,50,US,L
2020,SE,FT,Cyber Security Architect,203000,US,50,US,L
2021,MI,FT,Product Security Engineer,140400,US,50,US,L
2021,MI,FT,Penetration Tester,110000,US,100,US,L
2021,SE,FT,Security Engineer,172000,US,100,US,L
2021,EN,FT,Cyber Security Engineer,88500,US,50,US,L
2020,EN,FT,Cyber Security Engineer,76960,US,50,US,L
2020,SE,FT,Information Security Engineer,145000,US,100,US,L
2020,MI,FT,Cyber Security Specialist,109000,US,0,US,L
2021,EN,FT,Cyber Security Analyst,85000,US,50,IL,M
2021,SE,FT,Application Security Engineer,75000,PT,50,PT,M
2020,SE,FT,Information Security Manager,140000,US,0,US,L
2020,EX,FT,Information Security Manager,169781,US,100,US,L
2021,SE,FT,Cyber Threat Intelligence Analyst,110000,US,100,US,L
2021,MI,FT,Cyber Security Engineer,85000,US,100,US,L
2020,SE,FT,Cyber Threat Intelligence Analyst,108000,US,100,US,L
2021,EN,FT,Cyber Security Researcher,125000,US,50,US,L
2021,SE,FT,Penetration Tester,133000,US,100,US,L
2020,MI,FT,Cyber Security Engineer,126000,US,50,US,L
2020,SE,FT,Security Incident Response Engineer,260000,US,100,US,L
2021,MI,FT,Threat Intelligence Analyst,105000,US,0,US,S
2021,SE,FT,Cyber Security Engineer,133900,US,100,US,L
2021,MI,FT,Information Security Analyst,75000,US,0,US,L
2021,MI,FT,IT Security Engineer,89000,US,0,US,M
2021,EX,FT,Chief Information Security Officer,400000,US,100,US,L
2021,SE,FT,Cloud Security Architect,205000,US,100,US,L
2020,SE,FT,Information Security Architect,198000,US,100,US,L
2021,MI,FT,Information Security Officer,86000,US,0,US,L
2020,EN,FT,Cyber Security Analyst,65000,US,100,US,S
2020,SE,FT,Security Engineer,149000,US,50,US,L
2020,SE,FT,Cyber Security Engineer,140000,US,50,US,L
2021,MI,FT,Cyber Threat Intelligence Analyst,116000,US,50,US,L
2021,SE,FT,Detection Engineer,81000,PL,100,PL,L
2020,MI,FT,Security Analyst,115000,US,100,US,L
2021,MI,FT,Information Security Engineer,128000,US,100,US,L
2020,MI,FT,Information Security Officer,122750,US,100,US,M
2020,MI,FT,DevOps Security Engineer,144000,US,0,US,M
2020,EN,FT,Application Security Engineer,100000,AF,0,AF,S
2020,MI,FT,Application Security Engineer,110000,US,50,US,L
2020,SE,FT,Chief Information Security Officer,35000,AR,100,AR,L
2021,EN,FT,Application Security Engineer,65000,US,100,US,L
2020,SE,FT,Information Security Specialist,170000,US,100,US,L
2021,SE,FT,Application Security Engineer,135000,US,100,US,L
2021,EN,FT,Cyber Security Analyst,100000,US,50,US,M
2021,SE,FT,Penetration Testing Engineer,126000,US,100,US,L
2021,MI,FT,Threat Intelligence Analyst,66310,US,0,US,L
